type,name,namespace,threat_type,description,removed_at,malware,legitimate_package
npm,nuxt,@atorber,false_positive,"Possible `scope confusion` package confusion of [nuxt]

Explanation: The package '@atorber/nuxt' uses a namespace that is not associated with the official 'nuxt' package, and despite a relatively high edit distance of 9, the use of a namespace along with the absence of a README makes it look like an intentional mimic. The package appears to be a fork rather than having a distinct purpose. Additionally, the limited metadata and suspicious lack of documentation contribute to the high likelihood of typosquat behavior. Risk level: High).",,,nuxt
npm,nuxt3,,vulnerability,Possible package confusion of nuxt,,,nuxt
npm,nuxt-auth,,false_positive,"Possible `prefix/ suffix augmentation` package confusion of [nuxt-auth-utils]

Explanation: The package name 'nuxt-auth' is very similar to 'nuxt-auth-utils' by simply dropping the '-utils' suffix, which can easily mislead users. Based solely on the name, the modification appears adversarial (a common compound squatting tactic). There is no indication that nuxt-auth uses a username in its name to suggest it is a fork, and its detailed documentation and setup instructions do not indicate a distinct purpose from its legitimate counterpart. Additionally, while its only maintainer is 'herbertscruz', this does not match any known high-profile maintainer, but there is no overtly suspicious description content. Overall, the naming is deceptive though its metadata does not display obvious malicious intent. Risk level: Medium).",,,nuxt-auth-utils
npm,nuxt-commons-ui,,false_positive,Possible package confusion of @nuxt/ui,,,@nuxt/ui
npm,nuxt-i18n-next-core,,stealthy package confusion,Possible package confusion of nuxt-i18n,,,nuxt-i18n
npm,nuxt-radash,,false_positive,"Possible `1-step D-L dist` package confusion of [nuxt-lodash]

Explanation: The package name 'nuxt-radash' is very similar in form to 'nuxt-lodash', differing by a single character change ('l' to 'r'), which can mislead users. This indicates an adversarial naming approach. Despite having a distinct purpose (using Radash methods rather than Lodash), the strong similarity in naming raises suspicion of intentional mimicry. There is no clear evidence that the package is a fork or is specifically used for testing, and the maintainer information does not indicate a well-known author, contributing to the overall suspicion.Package is likely a potential typosquat threat.",,,nuxt-lodash
npm,nylas-api,,malware,"Possible package confusion of [api]

Explanation: The package name 'nylas-api' is constructed by prefixing 'nylas-' to the generic name 'api', which can create confusion and appears to mimic or capitalize on the legitimacy of the widely-used 'api' package. Although the edit distance is relatively high (6), the prefix augmentation is enough to deceive users. The description of 'nylas-api' as a vague 'security holding package' with minimal README information raises suspicion, especially when contrasted with the detailed and clearly defined description of the legitimate 'api' package. In addition, the absence of known maintainers further supports the interpretation that 'nylas-api' might be an intentionally mimicked fork with suspicious intent. Risk level: High).",2025-02-27 00:39:19.003,,api
npm,nylas-core,,malware,"Possible `scope confusion` package confusion of [@nylas/core]

Explanation: The package name 'nylas-core' is very similar to the legitimate package '@nylas/core' with only a minor edit distance of 2, and the formatting of the name mimics the original organization scope. This, combined with the suspicious 'security holding package' description, suggests an intention to deceive users. In addition, there is no evidence of maintainers which reinforces the likelihood of being a fork with malicious intent rather than a distinct package with a unique purpose. Risk level: High).",2025-02-27 05:54:12.390,,@nylas/core
npm,nylas-sync,,malware,"Possible package confusion of [jszip-sync]

Explanation: The package 'nylas-sync' shares the '-sync' suffix with 'jszip-sync' and, despite an edit distance of 5, its name structure can potentially mislead users into thinking it is related to the legitimate package. In addition, the description 'security holding package' is concerning and raises the possibility of malicious intent. There is no known maintainer information, and the name appears to mimic the original package to function as a fork, not having a distinct purpose or clear differentiation. Risk level: High).",2025-02-27 00:24:30.219,,jszip-sync
npm,object-assign,@retypes,false_positive,"Possible `scope confusion` package confusion of [object-assign]

Explanation: @retypes/object-assign uses a namespace that could confuse users as it mimics a known organization, while the legitimate package has no namespace. The lack of a README in @retypes/object-assign raises suspicion, and the similarity in names suggests it could be an intentional mimic. However, the maintainers are known in the community, which adds some legitimacy.",,,object-assign
npm,object-assign,@types,false_positive,"Possible `scope confusion` package confusion of [object-assign]

Explanation: @types/object-assign is a scoped package that adds a namespace which is common for type definitions in TypeScript, indicating it is likely a legitimate package. However, the similarity in name to object-assign and the potential for confusion makes it adversarial. The maintainers are known, which reduces suspicion, but the overall context suggests it could be misleading to users.",,,object-assign
npm,object.assign,@nolyfill,false_positive,Possible package confusion of object.assign,,,object.assign
npm,object.assign,@types,false_positive,"Possible `scope confusion` package confusion of [object.assign]

Explanation: @types/object.assign is a scoped package that adds a namespace to a common package name, which can be seen as an attempt to mimic the legitimate package object.assign. The use of the @types/ namespace indicates it is likely related to TypeScript type definitions, which suggests it is a fork rather than a direct copy. However, the similarity in names and the potential for user confusion classify it as adversarial. The maintainers are known, which adds legitimacy, but the overall context raises suspicion.",,,object.assign
npm,object.entries,@nolyfill,false_positive,Possible package confusion of object.entries,,,object.entries
npm,object.entries,@types,false_positive,"Possible `scope confusion` package confusion of [object.entries]

Explanation: @types/object.entries is a scoped package that adds a namespace to a common package name, which could confuse users. The '@types/' namespace is commonly used for type definitions in TypeScript, indicating it is likely a fork rather than a direct mimic. However, the similarity in names and the potential for confusion classify it as adversarial. The maintainers are known, which reduces suspicion, but the overall context still raises concerns.",,,object.entries
npm,object.fromentries,@nolyfill,false_positive,Possible package confusion of object.fromentries,,,object.fromentries
npm,object.getownpropertydescriptors,@nolyfill,false_positive,Possible package confusion of object.getownpropertydescriptors,,,object.getownpropertydescriptors
npm,object.groupby,@nolyfill,false_positive,Possible package confusion of object.groupby,,,object.groupby
npm,object.groupby,@types,false_positive,"Possible `scope confusion` package confusion of [object.groupby]

Explanation: The package '@types/object.groupby' is considered an adversarial name due to the addition of the '@types/' namespace, which could confuse users into thinking it is an official type definition for 'object.groupby'. The maintainers are known in the community, which reduces suspicion, but the namespace change and potential for user confusion classify it as suspicious.",,,object.groupby
npm,object.hasown,@nolyfill,false_positive,Possible package confusion of object.hasown,,,object.hasown
npm,object.hasown,@nomopo,false_positive,"Possible scope confusion package confusion of object.hasown - Explanation: The package '@nomopo/object.hasown' has a namespace that does not clearly relate to a known organization or user, and the lack of description makes it difficult to determine its purpose. The maintainer 'dancrumb' is not widely recognized, and the namespace '@nomopo' does not provide enough context to rule out typosquatting. The similarity in the package names suggests potential typosquatting.",,,object.hasown
npm,object-is,@nolyfill,false_positive,Possible package confusion of object-is,,,object-is
npm,object-is,@types,false_positive,"Possible `scope confusion` package confusion of [object-is]

Explanation: @types/object-is is a scoped package that adds a namespace to the legitimate package object-is, which could confuse users. The '@types/' namespace is commonly used for type definitions in TypeScript, indicating it is likely a fork. However, the similarity in names and the potential for user confusion classify it as adversarial. The maintainers are known, which reduces suspicion, but the overall context still raises concerns.",,,object-is
npm,object-keys,@amphibian,false_positive,Possible package confusion of @nolyfill/object-keys,,,@nolyfill/object-keys
npm,object-keys,@nolyfill,false_positive,Possible package confusion of object-keys,,,object-keys
npm,object-keys,@types,false_positive,"Possible `scope confusion` package confusion of [object-keys]

Explanation: @types/object-keys is a scoped package that suggests it is related to TypeScript definitions for the object-keys package. The namespace '@types/' is a common development namespace for TypeScript type definitions, which indicates it is likely a legitimate fork rather than a malicious typosquat. However, the similarity in names and the potential for user confusion classify it as an adversarial name. The maintainers are known in the npm community, which reduces suspicion, but the overall context still raises concerns.",,,object-keys
npm,object.values,@nolyfill,false_positive,Possible package confusion of object.values,,,object.values
npm,odderon-knex,,stealthy package confusion,"Possible package confusion of [knex]

Explanation: The package 'odderon-knex' uses a prefix augmentation by adding 'odderon-' to the well-known package name 'knex', which is a common tactic for adversarial mimicry. Its description is identical to that of the legitimate package and it does not clearly indicate that it is a fork or has a distinct purpose. Additionally, its sole maintainer 'odderon' is not associated with the original maintainers, increasing the suspicion of a typosquat.Package is adversarial and have similar purpose, so it's likely a typosquat.",,,knex
npm,odin-intro-js,,stealthy package confusion,Possible simplification package confusion of intro.js,,,intro.js
npm,oidc-client-ts-fifa,,stealthy package confusion,"Possible `simplification` package confusion of [oidc-client-ts]

Explanation: The package name 'oidc-client-ts-fifa' is very similar to the legitimate 'oidc-client-ts' with a suffix augmentation ('-fifa') which can be confusing. The edit distance of 5 indicates a minor modification likely intended to mimic the original. The description is nearly identical, and although it clarifies it is a fork, the name modification combined with the suspicious manipulative augment suffix supports adversarial intent. The package appears as an obvious fork with no distinct purpose and maintained by a non-established maintainer ('fifakiama2022'), contributing to the overall suspicion. Risk level: High).",,,oidc-client-ts
npm,okxweb3,,stealthy package confusion,"Possible `simplification` package confusion of [web3]

Explanation: The package 'okxweb3' lacks a description and has a name that closely resembles 'web3', which is a well-known package. The addition of 'okx' could be an attempt to mimic or confuse users. The maintainer 'hxroot' is not recognized as a known maintainer in the npm community, and the absence of README data increases suspicion.",2024-12-27 03:30:18.663,,web3
npm,oms-moddle-xml,,false_positive,"Possible simplification package confusion of moddle-xml - Explanation: The package 'oms-moddle-xml' has a very similar name and description to 'moddle-xml', with only a prefix added. The description is almost identical, suggesting it might be a typosquat. The maintainer 'youthinxian' is not recognized as a known maintainer in the npm community, increasing suspicion.",,,moddle-xml
npm,openai,@gentrace,false_positive,"Possible `scope confusion` package confusion of [openai]

Explanation: The package '@gentrace/openai' lacks a description and uses a namespace that could mimic an organization, which makes it suspicious. The maintainer 'virtuallyvivek' is not widely recognized, and the absence of README data further raises suspicion. The namespace '@gentrace' does not clearly indicate a legitimate organization or user, and the package name 'openai' is a well-known entity, increasing the likelihood of typosquatting.",,,openai
npm,opentelemetry-instrumentation-bull,@anakshiant,false_positive,Possible package confusion of @useparagon/opentelemetry-instrumentation-bull,,,@useparagon/opentelemetry-instrumentation-bull
npm,opn,,stealthy package confusion,Possible package confusion of open,2024-12-08 13:55:54.335,,open
npm,orangex-dev,,false_positive,"Possible package confusion of [@formkit/dev]

Explanation: The package 'orangex-dev' shares the '-dev' suffix with '@formkit/dev', but the overall edit distance (8) between the two names is high enough that it is not an immediate case of adversarial naming (i.e. it does not involve a minor tweak that causes confusion). However, based solely on the naming structure and given the provided instructions, 'orangex-dev' is considered an obvious fork of '@formkit/dev'. The description of 'orangex-dev' as a 'security holding package' is suspicious, especially when contrasted against the well-articulated message of the legitimate package. Additionally, the lack of known maintainers for 'orangex-dev' further raises concerns. Thus, while the name transformation alone is not adversarial, the overall context—including its fork status and suspicious description—suggests potential typosquat intent. Risk level: High).",2025-02-26 01:56:38.849,,@formkit/dev
npm,oribuild,,false_positive,"Possible 1-step D-L dist package confusion of prebuild - Explanation: The package 'oribuild' has no description, which makes it difficult to determine its purpose. The name 'oribuild' does not closely resemble 'prebuild', but the lack of information and the absence of a namespace or known maintainers make it potentially suspicious. Without more context, it cannot be ruled out as a typosquat.",,,prebuild
npm,oribuild-darwin-arm64,,false_positive,"Possible package confusion of esbuild-darwin-arm64 - Explanation: The package name 'oribuild-darwin-arm64' is very similar to 'esbuild-darwin-arm64', with only a minor change in the first few characters, which is typical of typosquatting. The lack of description and the unknown maintainer 'adjective' further contribute to the suspicion.",,,esbuild-darwin-arm64
npm,oribuild-linux-arm64,,false_positive,"Possible package confusion of esbuild-linux-arm64 - Explanation: The package name 'oribuild-linux-arm64' is similar to 'esbuild-linux-arm64' with only a minor change in the first few characters, which could confuse users. The lack of description and the fact that the maintainer is not a known entity in the npm community further adds to the suspicion.",,,esbuild-linux-arm64
npm,oribuild-windows-arm64,,false_positive,Possible package confusion of esbuild-windows-arm64,,,esbuild-windows-arm64
npm,original,@types,false_positive,"Possible package confusion of [types]

Explanation: The package '@types/original' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the description is abnormal, and the legitimate package 'types' lacks a README, making it difficult to determine the relationship. The namespace '@types/' is not inherently suspicious, but without more information, '@types/original' could potentially be a typosquat.",,,types
npm,os-homedir,@stdlib,false_positive,Possible package confusion of os-homedir,,,os-homedir
npm,otp-input-react,,false_positive,"Possible package confusion of input-otp - Explanation: The package names 'otp-input-react' and 'input-otp' are similar, with the main difference being the order of words and the addition of 'react' in the former. This could potentially confuse users. The maintainer 'shugar' is not widely recognized, and there is no clear indication that 'otp-input-react' serves a distinct purpose from 'input-otp'. The description does not indicate it is a test package or a fork, and there is no evidence of intentional wordplay. Therefore, it appears suspicious.",,,input-otp
npm,oxlint,,false_positive,"Possible `1-step D-L dist` package confusion of [tslint]

Explanation: The package name 'oxlint' is very similar to 'tslint' (edit distance of 2), which by itself is enough to confuse users. The name shows adversarial characteristics as it follows a stylistic pattern of minor substitution. The metadata and description indicate it is a linter like 'tslint', implying it is a fork rather than a distinct tool. Despite being maintained by a known maintainer (boshen) and having a detailed README, the mimicry of the legitimate package name makes it potentially suspicious. Risk level: High).",,,tslint
npm,pacbot-spa,,malware,"Possible package confusion of [single-spa]

Explanation: The package 'pacbot-spa' is labeled as a security holding package, which often indicates a placeholder to prevent typosquatting. The name 'pacbot-spa' is not a clear play on words or creative variation of 'single-spa', and there is no indication of it being a fork or having a distinct purpose. The lack of maintainers and the security holding description suggest it is likely a protective measure against typosquatting.

pacbot-spa is a security-holding package.Closed as malware",2024-12-17 08:22:39.393,,single-spa
npm,package-a-lxf,,false_positive,"Possible package confusion of [a-calc]

Explanation: The package 'package-a-lxf' has no README data, which is abnormal. The name 'package-a-lxf' does not closely resemble 'a-calc', but the lack of description and the unusual naming pattern make it suspicious. The maintainer 'linxingfa' is not recognized as a known maintainer in the npm community, adding to the suspicion.",,,a-calc
npm,package-b-lxf,,false_positive,"Possible package confusion of [blake2b]

Explanation: The package 'package-b-lxf' has a name that is substantially different from 'blake2b', but the lack of README data and the unusual name structure make it suspicious. The maintainer 'linxingfa' is not recognized as a known maintainer in the npm community, and there is no clear indication of a distinct purpose or intentional play on words. The absence of a description further adds to the suspicion.",,,blake2b
npm,package-manager,,false_positive,"Possible package confusion of [package-manager-manager]

Explanation: The package 'package-manager' lacks a description and has a name that is a subset of the legitimate package 'package-manager-manager'. This could potentially confuse users. The lack of README data and the absence of clear information about its purpose or maintainers increase the suspicion of it being a typosquat.",,,package-manager-manager
npm,packager,@electron,false_positive,Possible scope confusion package confusion of electron-packager,,,electron-packager
npm,paint,@leafer-ui,false_positive,Possible package confusion of @leafygreen-ui/select,,,@leafygreen-ui/select
npm,parcel-bundler,,false_positive,Possible package confusion of @plasmohq/parcel-bundler,2024-12-08 14:56:05.315,,@plasmohq/parcel-bundler
npm,passport-linkedin-oauth2-raviga,,stealthy package confusion,"Possible `simplification` package confusion of [passport-linkedin-oauth2]

Explanation: The package name 'passport-linkedin-oauth2-raviga' is a clear suffix augmentation of the legitimate 'passport-linkedin-oauth2', with a moderate edit distance of 7 which suggests an intentional mimic. Based solely on the name, this qualifies as an adversarial name. Additionally, the metadata indicates that it is a patched version (i.e. a fork) of the original with enhanced security features and extended profile support. However, since the changes are enhancements rather than a distinct purpose, it does not have a distinct purpose separate from the original. The package does not appear to be a test package and is maintained by a username ('bajjuri6') that does not correspond to known maintainers of the legitimate package. Overall, while it is clearly a fork with an adversarial name, there is no evidence of malicious intent in its description. Risk level: Medium).",,,passport-linkedin-oauth2
npm,path-is-inside,,false_positive,Possible package confusion of is-path-inside,2024-12-08 15:16:50.072,,is-path-inside
npm,path-parse,@types,false_positive,"Possible `scope confusion` package confusion of [path-parse]

Explanation: @types/path-parse is a scoped package that adds a namespace to the legitimate package path-parse, which could confuse users. The '@types/' namespace is commonly used for type definitions in TypeScript, indicating it is not a direct fork but rather a specific purpose package. However, the similarity in names and the potential for user confusion classify it as an adversarial name. The maintainers are known, which reduces suspicion, but the overall context still raises concerns.",,,path-parse
npm,pbt-properties,,false_positive,"Possible `1-step D-L dist` package confusion of [dot-properties]

Explanation: The package 'pbt-properties' has no README data, which is abnormal and makes it difficult to determine its purpose. The name 'pbt-properties' is not an obvious play on words or creative variation of 'dot-properties'. The maintainer 'nth-commit' is not widely recognized, and there is no indication that 'pbt-properties' is a fork or has a distinct purpose. The lack of information and similarity in naming suggests it could be a typosquat.",,,dot-properties
npm,peakcan_api,,telemetry,"Possible package confusion of [api]

Explanation: The package 'peakcan_api' lacks a description and has a name that could potentially confuse users looking for 'api'. The maintainer 'jinbaby1979' is not recognized as a known maintainer in the npm community, and the absence of README data makes it difficult to determine its purpose. These factors contribute to it being considered suspicious.",2024-12-26 22:31:42.625,,api
npm,pear-api,,false_positive,"Possible `simplification` package confusion of [api]

Explanation: 'pear-api' is an adversarial name due to the prefix 'pear-' added to 'api', which could confuse users. It appears to be a fork of 'api' as it supplies an API base for the Pear API, indicating a specific purpose distinct from the legitimate 'api'. The maintainer is known in the npm community, which adds legitimacy, but the potential for confusion and the adversarial nature of the name make it suspicious.",,,api
npm,perf-ai-form-recognizer,,malware,"Possible package confusion of [@azure/ai-form-recognizer]

Explanation: The package name 'perf-ai-form-recognizer' is very similar to the legitimate '@azure/ai-form-recognizer' despite an edit distance of 6, with the only variation being the prefix 'perf' replacing '@azure'. This substitution is a common adversarial tactic (using a prefix alteration that may mislead users into thinking it is related to the official package), and the description indicating 'security holding package' further raises suspicion. Although the maintainers are listed as ['npm'], which does not provide clear evidence of legitimate affiliation with @azure, the overall evidence (comparable naming structure and suspicious metadata) suggests potential typosquat intent. Risk level: High).",2025-03-05 10:58:06.385,,@azure/ai-form-recognizer
npm,perseus-core,@junyiacademy,stealthy package confusion,Possible package confusion of @khanacademy/perseus-core,,,@khanacademy/perseus-core
npm,phayne-ui-kit,,false_positive,"Possible package confusion of @revolut/ui-kit - Explanation: The package 'phayne-ui-kit' has no README data, which is abnormal. The name 'phayne-ui-kit' does not closely resemble '@revolut/ui-kit', but the lack of information and the absence of a clear namespace or description make it suspicious. The maintainers are not known, and there is no indication of a distinct purpose or that it is a test package.",,,@revolut/ui-kit
npm,pidl-react,,stealthy package confusion,"Possible `simplification` package confusion of [react]

Explanation: The package 'pidl-react' uses a prefix augmentation (‘pidl-’) relative to 'react', which is a common adversarial tactic. Although its edit distance of 5 suggests a noticeable difference, the naming strategy can still easily confuse users, especially as it closely mimics the well-known 'react'. Additionally, the description 'security holding package' is suspicious and further indicates deceptive intent. The naming pattern suggests it is a fork of 'react' without a distinct purpose, and with maintainers listed as ['npm'] (a known entity), its adversarial nature is revealed when considering the deceptive naming approach. Risk level: High).",2025-02-25 17:02:55.642,,react
npm,piexifjs,@types,false_positive,"Possible package confusion of [types]

Explanation: The package '@types/piexifjs' uses a common namespace '@types/' which is typically used for TypeScript type definitions. The legitimate package 'types' lacks a namespace and description, making it difficult to determine its purpose. The maintainers of '@types/piexifjs' are listed as 'types', which is unusual and could indicate a potential typosquat. The description '[object Object]' is abnormal, suggesting a possible issue with the package metadata.",,,types
npm,pikd-utils,,false_positive,Possible package confusion of utils,,,utils
npm,pin-input,@yamada-ui,false_positive,Possible package confusion of @chakra-ui/pin-input,,,@chakra-ui/pin-input
npm,pinokiod,,false_positive,Possible simplification package confusion of pino,,,pino
npm,pkg,@liongard,stealthy package confusion,Possible scope confusion package confusion of pkg,,,pkg
npm,plate-kbd,@flowes,false_positive,Possible package confusion of @udecode/plate-kbd,,,@udecode/plate-kbd
npm,playio,,false_positive,"Possible `1-step D-L dist` package confusion of [plaid]

Explanation: The names 'playio' and 'plaid' share a similar starting sequence and overall letter pattern, which could confuse users at a glance, meeting the adversarial name criteria based solely on the package names. There is no indication that 'playio' explicitly signifies a fork (no username or description suggesting a fork), nor is it presented as a testing package, and it has a distinct purpose compared to the official 'plaid' Node.js client library. The absence of README data adds to the concern even though the maintainers are not clearly linked to 'plaid'. Taken together, this makes 'playio' suspicious.Package is likely a potential typosquat threat.",,,plaid
npm,playwright-1.47,,stealthy package confusion,"Possible `simplification` package confusion of [playwright]

Explanation: The package 'playwright-1.47' is labeled as a 'security holding package', which is often used to prevent typosquatting. The name is very similar to 'playwright', with only a version-like suffix added, which could confuse users. There are no known maintainers, and the description does not indicate a distinct purpose or legitimate use.",2024-12-19 14:52:05.102,,playwright
npm,playwright-coeus,,stealthy package confusion,"Possible package confusion of [playwright-core]

Explanation: The package 'playwright-coeus' has a very similar name to 'playwright-core', differing by only a few characters, which is typical of typosquatting. The description of 'playwright-coeus' is also very similar to 'playwright-core', which increases suspicion. The maintainers are not widely recognized in the npm community, and there is no indication of a distinct purpose or intentional play on words. Therefore, it is likely a typosquat.",,,playwright-core
npm,pleasejs,@types,false_positive,"Possible package confusion of [types]

Explanation: The package '@types/pleasejs' uses a common namespace '@types/' which is typically used for TypeScript type definitions. However, the legitimate package 'types' has no namespace and lacks README data, making it difficult to determine its purpose. The maintainers of '@types/pleasejs' are listed as ['types'], which is unusual and could indicate a potential typosquat. The description of '@types/pleasejs' is abnormal, further raising suspicion.",,,types
npm,plugin-config,@swsdk,false_positive,Possible package confusion of cypress-plugin-config,,,cypress-plugin-config
npm,plugin-media,@sugarcube,false_positive,Possible package confusion of cordova-plugin-media,,,cordova-plugin-media
npm,pontx-ui,,false_positive,"Possible package confusion of @medusajs/ui - Explanation: The package 'pontx-ui' has no README data, which is abnormal, and the maintainer 'hzongquan' is not recognized as a known maintainer in the npm community. The package name 'pontx-ui' is not substantially different from '@medusajs/ui', and there is no clear indication of a distinct purpose or intentional play on words. The lack of information and similarity in naming makes it suspicious.",,,@medusajs/ui
npm,posthog-js,@dts,stealthy package confusion,"Possible scope confusion package confusion of posthog-js - Explanation: The package '@dts/posthog-js' uses a namespace that does not clearly indicate a legitimate organization or user. The description is similar to 'posthog-js', suggesting it might be mimicking the legitimate package. The maintainer 'dts' is not recognized as a known maintainer in the npm community, increasing suspicion.",,,posthog-js
npm,prefixed-api-key,,false_positive,"Possible package confusion of [@medusajs/api-key]

Explanation: The package name 'prefixed-api-key' closely mimics '@medusajs/api-key' by modifying the name with a prefix that can easily confuse users, fulfilling adversarial name criteria. In addition, the package appears to be a fork of the legitimate package rather than a distinct project, since it offers similar functionality while adopting a confusing naming strategy. The description, although focused on seam-style API keys, does not provide enough separation from the intent of the legitimate package and adds to the suspicious intent. The sole maintainer ('seveibar') does not match known medusajs maintainers, further contributing to the concern. Overall, these factors indicate that 'prefixed-api-key' is likely an intentional mimic designed to exploit user confusion. Risk level: High).",,,@medusajs/api-key
npm,preset-nocobase,@nocobase,false_positive,Possible package confusion of @unocss/preset-icons,,,@unocss/preset-icons
npm,prettier,@typescript_eslinter,stealthy package confusion,Possible package confusion of @typescript-eslint/parser,2024-12-08 15:33:07.820,,@typescript-eslint/parser
npm,prettier-config,@aklesky,false_positive,Possible package confusion of @blockstack/prettier-config,,,@blockstack/prettier-config
npm,prettier-config,@forceform,false_positive,Possible package confusion of @blockstack/prettier-config,,,@blockstack/prettier-config
npm,prettier-plugin-tailwind,,false_positive,Possible package confusion of prettier-plugin-tailwindcss,,,prettier-plugin-tailwindcss
npm,prettyby6es,,malware,"Possible `1-step D-L dist` package confusion of [pretty-bytes]

Explanation: The package name 'prettyby6es' is a clear attempt to mimic 'pretty-bytes' by substituting '6' for 'b' and removing the hyphen, which can easily confuse users. The description indicates it is a 'security holding package', which raises suspicion. Although it has known maintainers, the name and description suggest it is intended to mislead users.",2025-02-06 08:03:49.978,,pretty-bytes
npm,preview,@symbo.ls,false_positive,Possible package confusion of @storybook/preview,,,@storybook/preview
npm,preview,@teambit,false_positive,Possible package confusion of @storybook/preview,,,@storybook/preview
npm,primeton-react-native-gesture-handler,,stealthy package confusion,Possible package confusion of react-native-gesture-handler,,,react-native-gesture-handler
npm,proc-bot-api,,false_positive,"Possible package confusion of [api]

Explanation: The package name 'proc-bot-api' appears to build on 'api' by adding a prefix ('proc-bot-'), which is a classic case of prefix augmentation and mimicking. Even though the edit distance is high (9), the method of prefixing suggests an adversarial attempt to confuse users. The provided description (""Security holding package"") raises further suspicion, indicating potential malicious intent rather than a benign fork. While the naming might hint it is a fork, its lack of clear differentiation in purpose and the suspicious description suggest that it is intended to deceive users despite the high edit distance. Additionally, the maintainer 'ezzer' is not recognized as a known or associated maintainer with the legitimate 'api' package. Risk level: High).",,,api
npm,project-x-ui,,false_positive,"Possible package confusion of [p3x-redis-ui]

Explanation: The package 'project-x-ui' has no README data, which is abnormal and makes it difficult to determine its purpose. The name 'project-x-ui' is substantially different from 'p3x-redis-ui', but the lack of description and the fact that it is maintained by an unknown maintainer ('piliponful') raises suspicion. Without more information, it is difficult to rule out the possibility of it being a typosquat.",,,p3x-redis-ui
npm,promise.allsettled,@nolyfill,false_positive,Possible package confusion of promise.allsettled,,,promise.allsettled
npm,prosemirror-virtual-cursor,,false_positive,Possible package confusion of prosemirror-dropcursor,,,prosemirror-dropcursor
npm,proto,@river-build,false_positive,Possible package confusion of @bufbuild/protobuf,,,@bufbuild/protobuf
npm,providers,@meer-js,stealthy package confusion,"Possible scope confusion package confusion of @near-js/providers - Explanation: The package '@meer-js/providers' has a very similar name to '@near-js/providers', differing by only one character, which is a common pattern in typosquatting. The description also indicates it serves a similar purpose related to the NEAR blockchain. The maintainer 'mikedotexe' is not widely recognized, and there is no clear indication that '@meer-js/providers' is a legitimate fork or has a distinct purpose. The namespace '@meer-js' does not appear to be a known organization or user, increasing the suspicion of typosquatting.",,,@near-js/providers
npm,pr-ws,,false_positive,"Possible package confusion of [@discordjs/ws]

Explanation: The package 'pr-ws' has no README data, making it difficult to determine its purpose. The name 'pr-ws' is short and could be confused with '@discordjs/ws', especially since both contain 'ws'. The lack of description and the fact that the maintainer 'breathe97' is not a known entity in the npm community contribute to the suspicion.",,,@discordjs/ws
npm,pt-validate,,stealthy package confusion,"Possible `1-step D-L dist` package confusion of [git-validate]

Explanation: The package 'pt-validate' is labeled as a 'security holding package', which often indicates it is a placeholder to prevent typosquatting. The name 'pt-validate' is similar to 'git-validate' with only a minor change, making it potentially confusing. There is no information suggesting it has a distinct purpose, is a fork, or is used for testing. The lack of known maintainers and the absence of a namespace further contribute to its suspicious nature.",2024-12-28 23:20:08.722,,git-validate
npm,publish,@lerna,false_positive,"Possible package confusion of [lerna]

Explanation: The package '@lerna/publish' uses a namespace '@lerna' that mimics the legitimate 'lerna' package name. While the edit distance is high (9), the namespace usage combined with a nearly identical description to the official lerna package makes it appear as an intentional, though fork‐styled, mimic. In addition, the naming pattern (adding a suffix '/publish') is a form of scope confusion or augmentation, and the overall metadata is almost identical to that of 'lerna'. With maintainers that do not coincide with the known official team, this raises suspicion of adversarial intent. Risk level: High).",,,lerna
npm,puppeteer-example,,stealthy package confusion,"Possible `simplification` package confusion of [puppeteer]

Explanation: The package name 'puppeteer-example' is constructed by appending a common suffix to the legitimate package name 'puppeteer', which can confuse users as a mimic. The edit distance of 8 is primarily due to the added '-example' suffix. Its naming pattern (using example) suggests it is a fork or an experimental package, yet its description as a 'security holding package' is suspicious. The lack of known maintainers adds to the concern. Therefore, based solely on the package name and available metadata, the package exhibits adversarial characteristics, is considered a fork rather than having a distinct purpose, and appears to be used for testing or placeholder purposes. Risk level: High).",2025-02-25 17:16:45.449,,puppeteer
npm,purchase,,stealthy package confusion,Possible package confusion of sucrase,2024-11-30 23:09:11.046,,sucrase
npm,purify-html,,false_positive,"Possible package confusion of [escape-html]

Explanation: The package name 'purify-html' closely mimics the legitimate 'escape-html' by retaining the common '-html' suffix while swapping out the verb with another that is in the same semantic field (cleaning/sanitizing). Based solely on the name, the similarity could easily confuse users and appears adversarial. Furthermore, the overall description and structure of the README strongly resemble that of 'escape-html', making it appear as an uncredited fork rather than a distinct project. The maintainers do not align with known maintainers of the legitimate package, which further adds to the suspicion of typosquatting. Risk level: High).",,,escape-html
npm,pv-icons,@db-ux,false_positive,Possible package confusion of @sap-ux/btp-utils,,,@sap-ux/btp-utils
npm,pwa,,false_positive,Possible package confusion of @angular/pwa,,,@angular/pwa
npm,qimagemagick,,false_positive,Possible package confusion of imagemagick,,,imagemagick
npm,qp-mongodb,,stealthy package confusion,Possible simplification package confusion of mongodb,,,mongodb
npm,qqs,,stealthy package confusion,Possible package confusion of qss,,,qss
npm,quality-cli,,false_positive,Possible package confusion of cli,,,cli
npm,quiaeum,,false_positive,Possible package confusion of queue,,,queue
